variant,tag,reference,max-dt-200,max-dt-400,max-gap-freq-80,max-gap-freq-99,max-gap-num-50,max-gap-num-500,min-seqs-2,min-seqs-6,no-ambiguous
703010131-3-9587--,703010131-3,0.0035,0.0035,0.0034,0.0035,0.0037,0.0034,0.0035,0.0035,0.0035,-0.0072
703010131-3-9588--,703010131-3,-0.0054,-0.0054,-0.0054,-0.0054,-0.0052,-0.0056,-0.0054,-0.0054,-0.0054,-0.0135
703010131-3-9589--,703010131-3,-0.0056,-0.0056,-0.0057,-0.0056,-0.0054,-0.0058,-0.0055,-0.0056,-0.0056,-0.0137
703010131-3-9590--,703010131-3,-0.0056,-0.0056,-0.0057,-0.0056,-0.0054,-0.0058,-0.0055,-0.0056,-0.0056,-0.0137
700010607-5-879-C,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-904-G,700010607-5,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148
700010607-5-934-A,700010607-5,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011
700010607-5-1060-A,700010607-5,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
700010607-5-1084-A,700010607-5,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
700010607-5-1152-C,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-1176-T,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-1209-A,700010607-5,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
700010607-5-1459-A,700010607-5,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105
700010607-5-1640-G,700010607-5,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156
700010607-5-1822-A,700010607-5,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011
700010607-5-1942-T,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-1949-A,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-1971-C,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-1979-A,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-2043-A,700010607-5,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
700010607-5-2070-C,700010607-5,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
700010607-5-2110-C,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-2190-A,700010607-5,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
700010607-5-2211-A,700010607-5,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
700010607-5-2227-A,700010607-5,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
700010607-5-2306-A,700010607-5,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105
700010607-5-2335-T,700010607-5,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
700010607-5-2358-T,700010607-5,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141
700010607-5-2396-A,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-2486-G,700010607-5,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156
700010607-5-2508-A,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-2519-A,700010607-5,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
700010607-5-2524-T,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-2530-C,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-2636-G,700010607-5,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008
700010607-5-2638-G,700010607-5,-0.0066,-0.0066,-0.0066,-0.0066,-0.0066,-0.0066,-0.0066,-0.0066,-0.0066,-0.0066
700010607-5-2645-G,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-2655-A,700010607-5,-0.0122,-0.0122,-0.0122,-0.0122,-0.0122,-0.0122,-0.0122,-0.0122,-0.0122,-0.0122
700010607-5-2751-G,700010607-5,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148
700010607-5-2763-G,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-2871-A,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-2897-T,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-2931-G,700010607-5,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148
700010607-5-2984-G,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-3024-G,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-3049-G,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-3065-G,700010607-5,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148
700010607-5-3121--,700010607-5,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121
700010607-5-3122--,700010607-5,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121
700010607-5-3129-A,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-3147-A,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-3149-G,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-3231-T,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-3265-A,700010607-5,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
700010607-5-3302-T,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-3371-A,700010607-5,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148
700010607-5-3380-C,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-3427-G,700010607-5,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127
700010607-5-3670-G,700010607-5,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127,-0.0127
700010607-5-3755-A,700010607-5,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105
700010607-5-3758-A,700010607-5,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105
700010607-5-4011-A,700010607-5,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121
700010607-5-4133-A,700010607-5,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121
700010607-5-4171-A,700010607-5,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105
700010607-5-4184-C,700010607-5,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148
700010607-5-4220-A,700010607-5,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121
700010607-5-4297-T,700010607-5,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
700010607-5-4332-C,700010607-5,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
700010607-5-4449-A,700010607-5,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105,-0.0105
700010607-5-4523-G,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-4586-T,700010607-5,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135,-0.0135
700010607-5-4587-G,700010607-5,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
700010607-5-4592-T,700010607-5,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
700010607-5-4631-A,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-4740-T,700010607-5,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
700010607-5-4767-A,700010607-5,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
700010607-5-4781-C,700010607-5,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008
700010607-5-5036--,700010607-5,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007
700010607-5-5037--,700010607-5,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007
700010607-5-5038--,700010607-5,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007
700010607-5-5039--,700010607-5,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007
700010607-5-5040--,700010607-5,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007
700010607-3-5110-C,700010607-3,-0.009,-0.009,-0.009,-0.0085,-0.009,-0.009,-0.009,-0.009,-0.0077,-0.009
700010607-3-5133-G,700010607-3,-0.0009,-0.0009,-0.0009,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,-0.0048,-0.0009
700010607-3-5273--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5274--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5275--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5276--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5277--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5278--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5279--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5280--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5281--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5282--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5283--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5284--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5285--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5286--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5287--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5288--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5289--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5290--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5291--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5292--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5293--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5294--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5295--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5296--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5297--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5298--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5299--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5300--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5301--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5302--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5303--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5304--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5305--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5306--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5307--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5308--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5309--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5310--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5311--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5312--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5313--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5314--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5315--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5316--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5317--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5318--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5319--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5320--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5321--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5322--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5323--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5324--,700010607-3,-0.004,-0.004,-0.004,-0.004,-0.0038,-0.004,-0.004,-0.004,-0.0071,-0.004
700010607-3-5325--,700010607-3,-0.004,-0.004,-0.004,-0.004,-0.0038,-0.004,-0.004,-0.004,-0.0071,-0.004
700010607-3-5326--,700010607-3,-0.0035,-0.0035,-0.0035,-0.0036,-0.0035,-0.0035,-0.0035,-0.0035,-0.0047,-0.0035
700010607-3-5326-G,700010607-3,-0.0024,-0.0024,-0.0024,-0.0024,-0.0022,-0.0024,-0.0024,-0.0024,-0.0059,-0.0024
700010607-3-5327--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5328--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5329--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5330--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5331--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5332--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5333--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5334--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5335--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5336--,700010607-3,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032,-0.0031,-0.0031,-0.0031,-0.0023,-0.0031
700010607-3-5337--,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5338-A,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-5409-T,700010607-3,-0.0157,-0.0157,-0.0157,-0.0157,-0.0158,-0.0157,-0.0157,-0.0157,-0.017,-0.0157
700010607-3-5443-C,700010607-3,0.0148,0.0148,0.0148,0.0148,0.0151,0.0148,0.0148,0.0148,0.0151,0.0148
700010607-3-5509-C,700010607-3,-0.0113,-0.0113,-0.0113,-0.0113,-0.0114,-0.0113,-0.0113,-0.0113,,-0.0113
700010607-3-5532-C,700010607-3,-0.0099,-0.0099,-0.0099,-0.0099,-0.01,-0.0099,-0.0099,-0.0099,-0.0088,-0.0099
700010607-3-5548-G,700010607-3,-0.0178,-0.0178,-0.0178,-0.0178,-0.0178,-0.0178,-0.0178,-0.0178,-0.019,-0.0178
700010607-3-5693-C,700010607-3,-0.0161,-0.0161,-0.0161,-0.0161,-0.0162,-0.0161,-0.0161,-0.0161,-0.017,-0.0161
700010607-3-5795-A,700010607-3,-0.0161,-0.0161,-0.0161,-0.0161,-0.0162,-0.0161,-0.0161,-0.0161,-0.017,-0.0161
700010607-3-5810-T,700010607-3,-0.0023,-0.0023,-0.0023,-0.0023,-0.002,-0.0023,-0.0023,-0.0023,-0.009,-0.0023
700010607-3-5824-T,700010607-3,-0.0094,-0.0094,-0.0094,-0.0094,-0.0095,-0.0094,-0.0094,-0.0094,-0.0081,-0.0094
700010607-3-5872-G,700010607-3,0.0356,0.0356,0.0356,0.0355,0.0359,0.0356,0.0356,0.0356,0.0348,0.0356
700010607-3-5889-T,700010607-3,0.0167,0.0167,0.0167,0.0167,0.0169,0.0167,0.0167,0.0167,0.0163,0.0167
700010607-3-6242-C,700010607-3,-0.0105,-0.0105,-0.0105,-0.0105,-0.0106,-0.0105,-0.0105,-0.0105,-0.0095,-0.0105
700010607-3-6252-C,700010607-3,0.0021,0.0021,0.0021,0.002,0.002,0.0021,0.0021,0.0021,-0.0012,0.0021
700010607-3-6304-G,700010607-3,-0.0005,-0.0005,-0.0005,-0.0006,-0.0002,-0.0005,-0.0005,-0.0005,-0.0076,-0.0005
700010607-3-6485-G,700010607-3,-0.0194,-0.0194,-0.0194,-0.0188,-0.0192,-0.0194,-0.0194,-0.0194,-0.021,-0.0194
700010607-3-6488-G,700010607-3,-0.0157,-0.0157,-0.0157,-0.0157,-0.0158,-0.0157,-0.0157,-0.0157,-0.017,-0.0157
700010607-3-6650e-T,700010607-3,0.0153,0.0153,0.0153,0.0152,0.0154,0.0153,0.0153,0.0153,0.015,0.0153
700010607-3-6701-T,700010607-3,0.0412,0.0412,0.0412,0.0411,0.0418,0.0412,0.0412,0.0412,0.0393,0.0412
700010607-3-6737-G,700010607-3,-0.0104,-0.0104,-0.0104,-0.0105,-0.0105,-0.0104,-0.0104,-0.0104,-0.0095,-0.0104
700010607-3-6749--,700010607-3,-0.0113,-0.0113,-0.0113,-0.0113,-0.0114,-0.0113,-0.0113,-0.0113,,-0.0113
700010607-3-6769-C,700010607-3,-0.0022,-0.0022,-0.0022,-0.0023,-0.0019,-0.0022,-0.0022,-0.0022,-0.009,-0.0022
700010607-3-6782b--,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-6782c-A,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0049,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-6782d-T,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0049,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-6782e-G,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-6782f-A,700010607-3,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0041,-0.0049
700010607-3-6783-G,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-6784-A,700010607-3,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0049,-0.0041,-0.0049
700010607-3-6785-G,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0049,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-6786-T,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-6808-G,700010607-3,-0.0182,-0.0182,-0.0182,-0.0178,-0.0183,-0.0182,-0.0182,-0.0182,-0.0157,-0.0182
700010607-3-6968-G,700010607-3,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0024,-0.0032
700010607-3-7020-A,700010607-3,-0.0099,-0.0099,-0.0099,-0.01,-0.01,-0.0099,-0.0099,-0.0099,-0.0088,-0.0099
700010607-3-7047--,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-7048--,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0049,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
700010607-3-7049--,700010607-3,-0.0048,-0.0048,-0.0048,-0.0048,-0.0049,-0.0048,-0.0048,-0.0048,-0.004,-0.0048
